id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,price_category
4611256,upper east side manhattan,626876,kimberly,manhattan,upper east side,40.77963,-73.94864,private room,250,1,0,,0.0,3,0,Luxury
4611295,upper east side manhattan #2,626876,kimberly,manhattan,upper east side,40.77941,-73.94862,private room,250,1,0,,0.0,3,0,Luxury
4612401,bushwick pad,21906247,sam,brooklyn,bedford-stuyvesant,40.69295,-73.93537,private room,70,1,0,,0.0,1,0,Budget
4613154,new york city studio,23899573,oscar,manhattan,hell's kitchen,40.76679,-73.98598,entire home/apt,150,7,23,2016-06-26,0.42,1,0,Medium
4614146,stay on st. marks place for your nyc vacation!,4293340,teena,manhattan,east village,40.72764,-73.98748,private room,79,2,2,2017-12-25,0.1,1,0,Budget
4614435,bright studio on riverside park,8530836,katarina,manhattan,harlem,40.82458,-73.95223,entire home/apt,100,4,5,2017-09-25,0.09,1,105,Medium
4614838,"2 bedroom, 1 bath hell's kitchen",1698391,pat,manhattan,hell's kitchen,40.76142,-73.99177,entire home/apt,272,2,7,2019-04-30,0.13,3,277,Luxury
4615631,charming bedroom in cozy nyc apt.,22350590,veronica,manhattan,harlem,40.82351,-73.94047,private room,85,10,57,2019-06-10,1.03,1,6,Budget
4616452,upper east side spacious 2 bedrooms,23915731,helene,manhattan,upper east side,40.77439,-73.94965,entire home/apt,249,3,1,2016-07-19,0.03,1,0,Medium
4616700,cozy sun drenched 2br fort greene,1403669,simone,brooklyn,fort greene,40.68547,-73.96886,entire home/apt,180,4,20,2018-09-05,0.39,1,208,Medium
4616865,colorful room in crown heights,6028908,kelly,brooklyn,crown heights,40.67569,-73.95548,private room,38,10,0,,0.0,1,0,Budget
4620262,cozy bedroom in heart of manhattan,1599319,lakshmi,manhattan,little italy,40.71954,-73.9975,private room,60,7,5,2016-04-26,0.09,1,0,Budget
4620505,1br - williamsburg luxury sublet,12511067,jaclyn,brooklyn,williamsburg,40.718,-73.95344,entire home/apt,95,1,0,,0.0,1,0,Budget
4620954,"tranquil, clean bedroom,",23935018,marlon,brooklyn,bedford-stuyvesant,40.68175,-73.95417,private room,85,3,1,2015-10-24,0.02,1,0,Budget
4620962,beautiful one bedroom apt 850 sqf!!,21685221,sael,manhattan,upper west side,40.79293,-73.97126,entire home/apt,199,1,0,,0.0,1,0,Medium
4621213,"cozy 2 bedroom, near central park",23899821,maria,manhattan,upper west side,40.78604,-73.97363,entire home/apt,260,2,54,2019-07-01,0.98,1,16,Luxury
4621923,spacious 1bd in lovely clinton hill,7947211,meredith,brooklyn,prospect heights,40.68153,-73.96669,entire home/apt,126,1,44,2019-07-02,0.78,1,7,Medium
4623217,bright and charming studio east v.,23945185,natalia,manhattan,east village,40.726,-73.97773,entire home/apt,100,7,6,2016-03-02,0.11,1,0,Medium
4623635,historic brownstone duplex,1136842,amanda,brooklyn,fort greene,40.69249,-73.97068,entire home/apt,225,7,3,2019-01-01,0.05,1,44,Medium
4623696,great deal in heart of greenpoint,2378231,romy,brooklyn,greenpoint,40.73108,-73.95416,entire home/apt,85,4,4,2015-12-29,0.07,1,0,Budget
4623771,bright + cheerful apt- the real nyc,23267314,millie,manhattan,east harlem,40.79127,-73.94431,entire home/apt,147,2,45,2019-05-15,0.92,2,154,Medium
4624874,flatbush gardens ii,23162890,terrance,brooklyn,flatbush,40.65039,-73.96393,private room,72,3,37,2018-10-15,0.66,2,334,Budget
4625126,bedroom and art studio/office space,7799229,artem,brooklyn,williamsburg,40.71387,-73.95652,private room,41,4,14,2018-10-06,0.37,2,0,Budget
4628603,bright and sunny williamsburg oasis,6465286,masha,brooklyn,williamsburg,40.71191,-73.96376,entire home/apt,180,3,103,2019-06-06,1.92,2,0,Medium
4628804,cozy room in nyc!  =),23971734,rene,queens,sunnyside,40.73978,-73.92124,private room,67,5,4,2016-10-26,0.07,1,0,Budget
4629211,brooklyn - funky 1 bedroom,3754729,mike,brooklyn,bushwick,40.69087,-73.90917,entire home/apt,122,3,48,2019-06-04,0.87,1,256,Medium
4629359,"entire home - modern, huge, sunny 2bd",23974215,alex,manhattan,harlem,40.80797,-73.95181,entire home/apt,105,3,29,2019-03-20,0.52,2,0,Medium
4629599,coozy room in park slope.,22503794,shawn,brooklyn,south slope,40.66238,-73.98457,private room,95,1,2,2015-08-08,0.04,1,364,Budget
4629726,sunny studio,23971405,monica,queens,kew gardens,40.70705,-73.83346,entire home/apt,100,2,1,2016-01-02,0.02,1,0,Medium
4632542,queen sized bedroom in spacious apartment,6762751,alexander,manhattan,harlem,40.80096,-73.95776,private room,107,2,92,2019-05-20,1.64,1,157,Medium
4632852,"spacious, rustic barn style bedroom",23991556,natasha,bronx,concourse,40.83719,-73.92015,private room,85,1,9,2017-10-16,0.18,1,342,Budget
4633258,room 15 min from manhttn.,23993707,bogna,queens,woodside,40.74626,-73.89727,private room,30,5,2,2017-12-29,0.04,2,0,Budget
4635425,modern studio with loft in the les.,23876129,juan carlos,manhattan,chinatown,40.71648,-73.9912,entire home/apt,175,4,57,2017-03-02,1.04,1,0,Medium
4636323,1x furnished bdr in 2bdr apt-wburg,24006197,piper,brooklyn,williamsburg,40.7118,-73.93729,private room,95,1,0,,0.0,1,0,Budget
4636643,"sunny, spacious 1 bdrm in e. vil.",24007762,kate,manhattan,east village,40.72639,-73.98827,entire home/apt,125,1,8,2018-03-02,0.15,1,0,Medium
4636874,nice room 15 min from manhattan!,23993707,bogna,queens,woodside,40.74668,-73.89723,private room,35,5,9,2018-12-30,0.16,2,0,Budget
4637014,法拉盛中心温馨两房两厅公寓｡近一切｡2 br close to everything,12459436,zena,queens,flushing,40.75398,-73.82778,entire home/apt,119,3,26,2019-06-30,0.46,2,319,Medium
4637053,beautiful astoria apt next to mtan,24009463,vadim,queens,astoria,40.76794,-73.93413,entire home/apt,150,3,149,2019-07-06,2.71,2,133,Medium
4637145,cozy apartment in williamsburg,3123405,pénélope,brooklyn,williamsburg,40.7033,-73.94305,private room,55,1,4,2018-02-22,0.13,1,0,Budget
4637146,gorgeous parlor floor suite near subway,1755097,jay,brooklyn,bedford-stuyvesant,40.69084,-73.93079,entire home/apt,115,2,214,2019-06-21,4.07,2,108,Medium
4637858,chic apartment in brooklyn with stunning view,5552587,chris,brooklyn,bedford-stuyvesant,40.69492,-73.95839,private room,99,5,14,2017-09-25,0.25,1,306,Budget
4638668,beautiful apartment in greenpoint,6569891,brandon,brooklyn,greenpoint,40.73396,-73.95537,private room,150,1,0,,0.0,1,0,Medium
4638967,"sunny/huge private room, by columbia/jazz clubs",23974215,alex,manhattan,harlem,40.80649,-73.95225,private room,84,2,38,2019-06-15,0.68,2,147,Budget
4639015,elite exclusive chic nyc times square luxuryapt,14380678,s barn,manhattan,hell's kitchen,40.76195,-74.00001,private room,129,2,13,2019-06-27,0.27,1,176,Medium
4639179,"private room, minutes from subway!",3571821,andy & friends,brooklyn,bedford-stuyvesant,40.68951,-73.9565,private room,44,5,86,2017-12-31,1.67,4,0,Budget
4639451,comfortable greenpoint bedroom,24020898,rebekah,brooklyn,greenpoint,40.72499,-73.94481,private room,55,6,0,,0.0,1,0,Budget
4639746,charming studio in carroll gardens,6470787,franklin,brooklyn,carroll gardens,40.68244,-73.99539,entire home/apt,100,3,15,2016-06-13,0.27,1,0,Medium
4640515,"small, cozy, clean and modern private room!",23355801,andrey,manhattan,harlem,40.8257,-73.93786,private room,65,1,40,2019-06-25,2.88,1,45,Budget
4641291,room in queens covenient safe locat,24030482,eddie,queens,bellerose,40.72401,-73.72901,private room,99,1,3,2019-05-19,0.23,1,365,Budget
4641406,cozy loft-style studio near subway,17281607,alexis,manhattan,harlem,40.80297,-73.95537,entire home/apt,100,7,2,2016-01-05,0.04,1,0,Medium
4642539,spacious 2 bdrm near times square,5025692,annika,manhattan,hell's kitchen,40.7616,-73.99677,entire home/apt,225,5,13,2018-09-28,0.24,1,0,Medium
4642913,spacious bright and airy,16035346,jonathan,brooklyn,windsor terrace,40.65057,-73.97858,entire home/apt,120,7,23,2019-01-05,0.41,1,196,Medium
4643192,quiet 1 bedroom near union square,6694436,itai,manhattan,gramercy,40.73533,-73.98384,entire home/apt,139,2,5,2016-05-10,0.11,1,0,Medium
4643295,great one bedroom loft space in manhattan,8555319,simsim,manhattan,chinatown,40.71399,-73.99744,entire home/apt,140,4,13,2019-04-29,0.65,1,0,Medium
4644669,upper east side,24046558,m david,manhattan,upper east side,40.76358,-73.96464,entire home/apt,325,5,64,2019-06-08,1.15,1,330,Luxury
4644828,hip&central! charming williamsburg!,805843,johnny,brooklyn,williamsburg,40.71745,-73.95961,entire home/apt,175,2,5,2017-01-06,0.12,1,0,Medium
4645170,private room with queen size bed,22827111,matthew & marilyn,manhattan,hell's kitchen,40.76025,-73.99555,private room,89,4,59,2019-06-30,1.06,2,286,Budget
4645319,beautiful private unit in the heart of brooklyn,2520125,katja,brooklyn,east new york,40.66171,-73.89891,entire home/apt,69,4,159,2019-06-23,3.25,2,48,Budget
4645824,"room in front of prospect park, 1 block to subway",1660261,andres mekos,brooklyn,prospect-lefferts gardens,40.65859,-73.96196,private room,40,6,10,2019-04-15,0.21,1,0,Budget
4645831,light filled room w/full size bed in les,24052348,tara,manhattan,east village,40.72052,-73.98003,shared room,65,10,21,2017-12-30,0.38,4,0,Budget
4649627,"spacious 1 br, en suite in brownstone!",9492212,emily and joel,brooklyn,park slope,40.6702,-73.97885,private room,135,2,88,2018-12-31,1.6,4,0,Medium
4650123,"stunning lower east 2 bed, live new york style!",6230230,john,manhattan,lower east side,40.71927,-73.98511,entire home/apt,109,3,42,2019-06-13,1.13,3,7,Medium
4651354,lower east side true 1 br,24020050,max,manhattan,chinatown,40.71566,-73.99076,entire home/apt,189,4,25,2019-04-15,0.48,1,191,Medium
4651486,prospect park 2br near manhattan!!!,2563415,anthony,brooklyn,prospect-lefferts gardens,40.655,-73.96109,entire home/apt,125,3,56,2019-06-16,2.42,1,19,Medium
4652629,classic east village apartment,9953720,eva,manhattan,east village,40.72921,-73.98631,private room,140,1,1,2015-01-03,0.02,1,0,Medium
4653508,1 br in shiny new building + bikes!,6349214,david,brooklyn,fort greene,40.69492,-73.97061,entire home/apt,160,3,4,2017-12-30,0.07,1,0,Medium
4654785,"parkslope, 1 bdrm, steps to subway",24094211,rebecca,brooklyn,park slope,40.67256,-73.97229,entire home/apt,115,5,4,2017-01-02,0.08,1,0,Medium
4656361,"large, cozy one bedroom apartment",8291260,elizabeth,manhattan,washington heights,40.85171,-73.92894,entire home/apt,80,3,31,2019-06-29,0.56,1,68,Budget
4658293,luxury 1bd apt by prospect park,7518105,dan & michelle,brooklyn,windsor terrace,40.64961,-73.97465,entire home/apt,198,2,7,2017-06-04,0.13,1,0,Medium
4658860,astoria queens great room for rent!,24109809,jonathon,queens,astoria,40.77271,-73.93159,private room,200,1,0,,0.0,1,0,Medium
4659046,large eclectic studio east village,1420868,oksana,manhattan,east village,40.7257,-73.9795,entire home/apt,230,1,46,2019-05-10,0.84,1,353,Medium
4660633,quiet and cozy 2br. great location!,4517642,kali,manhattan,morningside heights,40.8104,-73.95977,entire home/apt,170,3,6,2016-05-23,0.11,1,0,Medium
4660939,large sunny apartment in astoria,24117644,joshua,queens,astoria,40.75583,-73.92596,private room,120,3,18,2017-01-11,0.33,2,0,Medium
4660964,"cozy 1br, 5 minutes from the train",24118443,megan,brooklyn,williamsburg,40.7193,-73.94502,entire home/apt,140,2,18,2018-12-28,0.33,1,0,Medium
4661662,"""the green room"": harlem brownstone",21455957,jason & agnes,manhattan,harlem,40.81995,-73.94607,private room,70,3,122,2019-06-29,2.19,2,243,Budget
4662784,lovely duplex in brooklyn,21688465,william,brooklyn,crown heights,40.67489,-73.93081,private room,140,3,148,2019-07-03,2.88,1,0,Medium
4663122,beautiful 2 bdrm duplex w backyard,16018853,sasha,brooklyn,clinton hill,40.69289,-73.96701,entire home/apt,195,4,0,,0.0,1,0,Medium
4663804,cozy room by centralpark-times sq,24132118,deborah,manhattan,hell's kitchen,40.76793,-73.98817,private room,79,7,1,2015-06-17,0.02,1,0,Budget
4666584,unique 2 bed/2 bath duplex apt,24144577,bill,manhattan,harlem,40.80382,-73.94476,entire home/apt,275,3,41,2019-05-12,0.79,1,258,Luxury
4666794,cozy bedroom in large apartment,18511357,meagan,queens,ditmars steinway,40.77272,-73.90757,private room,60,7,1,2017-07-01,0.04,1,0,Budget
4667046,idy safe secure mins to times square 5*,24146326,julien,queens,astoria,40.76638,-73.93236,entire home/apt,195,3,86,2019-06-08,1.69,2,248,Medium
4667707,beautifully furnished 1 br w/office,24149026,nychele,bronx,concourse village,40.82393,-73.92414,entire home/apt,145,5,1,2016-01-02,0.02,1,0,Medium
4671552,garden level brooklyn brownstone,10860081,hillary,brooklyn,clinton hill,40.68241,-73.96354,entire home/apt,130,1,9,2015-12-27,0.16,1,0,Medium
4671712,spacious luxury loft downtown nyc,1901846,andre,manhattan,lower east side,40.7136,-73.98936,entire home/apt,115,3,8,2016-07-19,0.16,1,0,Medium
4671824,master bedroom by yankee stadium,190409,waundell,bronx,highbridge,40.83212,-73.93054,private room,60,1,56,2019-06-23,1.09,3,355,Budget
4672445,west village upscale apartment,966461,jon,manhattan,west village,40.73814,-74.00047,entire home/apt,199,4,108,2019-06-08,1.93,1,162,Medium
4672452,"great bright 1br,in true bk style",3108161,michelle,brooklyn,williamsburg,40.71596,-73.95876,entire home/apt,170,3,22,2017-09-26,0.4,1,0,Medium
4677469,cozy 1-bdr apartment on manhattan,24191104,timur,manhattan,morningside heights,40.81099,-73.95759,entire home/apt,125,4,0,,0.0,1,0,Medium
4678514,cozy 1br in the heart of harlem,23939128,mariela,manhattan,harlem,40.8136,-73.94999,entire home/apt,80,5,5,2017-11-23,0.1,1,0,Budget
4678568,spacious private br 2 queen beds & 3 mins to train,24195428,maireni,brooklyn,crown heights,40.66811,-73.93393,private room,65,1,222,2019-06-17,3.99,1,292,Budget
4678795,sunny & spacious one-bedroom,24048208,maura,brooklyn,bedford-stuyvesant,40.6848,-73.95728,entire home/apt,140,3,0,,0.0,1,0,Medium
4679967,big quiet room in harlem,7304425,elia,manhattan,harlem,40.82888,-73.94467,private room,56,1,7,2016-06-07,0.14,1,0,Budget
4680299,sunny lg br in 2br apt- sleeps 2,23047797,marie,manhattan,washington heights,40.85658,-73.92656,private room,70,2,7,2016-09-28,0.13,1,0,Budget
4681193,entire apt in jackson heights-25 min to manhattan,24201950,ceci,queens,jackson heights,40.752,-73.88898,entire home/apt,105,7,3,2019-06-27,0.17,1,141,Medium
4681219,"""central park"" view prvt room,mnh",24208781,william hakan,manhattan,harlem,40.80126,-73.95777,private room,70,2,68,2019-05-19,1.31,1,129,Budget
4685448,"cozy 2bd, 20 mins to times sq",2368446,chelsey,queens,ditmars steinway,40.77443,-73.90756,private room,60,1,0,,0.0,1,0,Budget
4685985,living room & bedroom_williamsburg,4357223,itziar,brooklyn,williamsburg,40.70574,-73.95552,private room,120,1,0,,0.0,1,0,Medium
4686678,large great studio hells kitchen,7759020,valmik,manhattan,hell's kitchen,40.76663,-73.9895,entire home/apt,150,1,3,2015-06-08,0.05,1,0,Medium
4686821,"bright, contemporary and best location",24232061,tracy,manhattan,upper east side,40.77345,-73.95848,private room,112,10,38,2019-05-14,0.78,3,157,Medium
4687730,"price reduced! clean, safe, & roomy",529546,aditi,manhattan,hell's kitchen,40.76865,-73.98672,private room,145,3,0,,0.0,2,0,Medium
4690677,flatiron studio next to madison pk,19007585,darren,manhattan,flatiron district,40.744,-73.9907,entire home/apt,110,7,11,2016-03-25,0.2,1,0,Medium
4691130,cozy room in center of park slope,24253453,lisah,brooklyn,park slope,40.67489,-73.97963,private room,70,2,120,2018-01-04,2.47,2,68,Budget
4691649,new studio loft in williamsburg w/ private terrace,8501698,meghan,brooklyn,williamsburg,40.71971,-73.95919,entire home/apt,140,4,1,2016-06-01,0.03,1,0,Medium
4693338,"brooklyn off j/z, newly renovated",9123948,chris,brooklyn,bedford-stuyvesant,40.68229,-73.91574,private room,46,4,3,2016-01-03,0.05,1,0,Budget
4694179,artsy and cozy 1b. - walk everywhere!,3753306,michelle,manhattan,gramercy,40.73287,-73.98585,entire home/apt,180,1,1,2017-09-15,0.05,1,0,Medium
4694480,1000 sq ft cobble hill übercharmer,24268565,daniel,brooklyn,cobble hill,40.68982,-73.99675,entire home/apt,250,1,185,2019-07-05,3.32,1,209,Luxury
4694622,cozy garden apartment in bushwick!!,24269297,caitlin,brooklyn,bushwick,40.69935,-73.9228,private room,75,3,41,2019-06-25,0.81,1,294,Budget
4694625,"chic 2br/2bath, lower manhattan",1843216,guillermo,manhattan,lower east side,40.7135,-73.988,entire home/apt,250,4,26,2019-06-15,0.61,1,102,Luxury
4694688,happy chic convenient new listing!,4217567,emily,manhattan,chelsea,40.7416,-73.99681,entire home/apt,250,3,2,2016-01-03,0.04,1,0,Luxury
4695408,spacious bedroom for summer months,15642271,julissa,manhattan,washington heights,40.8442,-73.93721,private room,60,1,3,2015-07-13,0.05,1,0,Budget
4697809,cozy | spacious | great location,4259327,cole,manhattan,flatiron district,40.74128,-73.98428,private room,95,7,10,2018-05-26,0.18,1,331,Budget
4698079,sunny cozy east village apartment,24067453,danny,manhattan,east village,40.72274,-73.98143,entire home/apt,138,11,5,2017-01-03,0.09,1,0,Medium
4699061,cosy room in brooklyn!2min to sbwy,24291213,joerg,brooklyn,sunset park,40.64009,-74.01714,private room,35,1,0,,0.0,2,0,Budget
4699123,huge bdr in loft in williamsburg,11708876,paloma,brooklyn,williamsburg,40.7114,-73.96293,private room,90,1,0,,0.0,1,0,Budget
4699289,charming two bedroom in greenpoint,17014518,jessica,brooklyn,greenpoint,40.73039,-73.9541,entire home/apt,180,1,0,,0.0,1,0,Medium
4699535,light and spacious your 1br fort greene apt awaits,41358,jen,brooklyn,fort greene,40.6908,-73.97332,entire home/apt,145,2,1,2015-09-28,0.02,1,0,Medium
4699963,"cozy 1bd in plg, brooklyn!",24295835,aaron,brooklyn,prospect-lefferts gardens,40.66074,-73.96035,entire home/apt,100,3,15,2017-05-24,0.27,1,0,Medium
4700082,fort greene brooklyn 1 bedroom apt,21409261,trey,brooklyn,fort greene,40.69477,-73.97258,entire home/apt,119,4,19,2017-07-23,0.36,1,0,Medium
4700265,fantastic room in williamsburg,14320459,hillary,brooklyn,williamsburg,40.70985,-73.94738,private room,70,2,0,,0.0,1,0,Budget
4700565,charming bohemian bushwick apt,24298733,tuva,brooklyn,bushwick,40.69167,-73.92169,private room,48,4,1,2015-08-22,0.02,2,0,Budget
4700809,cozy two-bedroom apt in a cute house in brooklyn!,24298733,tuva,brooklyn,kensington,40.6367,-73.97434,private room,35,4,0,,0.0,2,0,Budget
4700894,peaceful nyc 2-bedroom flat,10535719,mike,manhattan,east harlem,40.79863,-73.93795,entire home/apt,200,7,28,2019-06-23,0.55,3,363,Medium
4701270,cozy bedroom in the heart of lower east side,15702523,elia,manhattan,lower east side,40.7198,-73.98434,private room,64,2,58,2018-12-09,1.05,1,0,Budget
4701425,master bedroom in e.village triplex,7460434,rocco,manhattan,east village,40.72119,-73.98021,private room,120,3,25,2019-06-06,0.46,2,89,Medium
4701749,brooklyn oasis,24304871,heather,brooklyn,flatbush,40.6536,-73.95811,private room,50,2,23,2019-04-01,0.42,1,0,Budget
4701802,boerum hill brownstone with skylights,10568263,stephanie,brooklyn,boerum hill,40.68518,-73.9853,entire home/apt,190,2,8,2019-06-08,0.87,1,0,Medium
4704813,new york upper east side luxury apt,24319884,pete & laurie,manhattan,upper east side,40.77429,-73.95628,entire home/apt,235,7,8,2017-08-29,0.16,1,0,Medium
4705670,"private, quiet spacious room with tons of sun!",24117644,joshua,queens,astoria,40.75572,-73.92632,private room,70,3,74,2019-06-26,1.38,2,285,Budget
4706957,amazing location! cozy apartment!,633339,sara,manhattan,east harlem,40.80651,-73.93776,shared room,60,1,4,2015-08-31,0.08,1,0,Budget
4707057,"private, sunny room!",6327629,bb,manhattan,harlem,40.82502,-73.94404,private room,90,3,1,2014-12-08,0.02,1,0,Budget
4707159,near times square & central park!,529546,aditi,manhattan,hell's kitchen,40.76689,-73.98612,private room,125,1,1,2014-12-27,0.02,2,0,Medium
4708314,spacious williamsburg retreat,1265619,felipe,brooklyn,williamsburg,40.72018,-73.96055,entire home/apt,120,2,8,2019-03-17,0.16,1,8,Medium
4708609,skyline view piano room,19972390,melissa,brooklyn,greenpoint,40.73262,-73.95795,private room,55,1,24,2016-06-17,0.44,1,157,Budget
4708909,"manhattan, modern chic - 2br/2bath",670367,paul,manhattan,hell's kitchen,40.75614,-73.99341,entire home/apt,225,7,0,,0.0,1,0,Medium
4709252,room available in perfect flat,1511206,mauricio,manhattan,east harlem,40.79912,-73.94187,private room,150,2,1,2015-09-30,0.02,1,0,Medium
4710102,harlem renaissance,24343117,sachin,manhattan,east harlem,40.80038,-73.94656,entire home/apt,175,3,44,2016-09-28,0.8,1,280,Medium
4710310,great room in astoria queens,24344136,steffany,queens,astoria,40.76888,-73.90807,private room,70,5,0,,0.0,1,0,Budget
4710315,comfy 2bdr railroad in greenpoint,129558,osvaldo,brooklyn,greenpoint,40.72907,-73.95468,entire home/apt,112,2,8,2016-10-10,0.18,1,0,Medium
4710488,stunning pre-war penthouse studio,24344873,christopher,manhattan,kips bay,40.74512,-73.98041,entire home/apt,200,10,3,2016-01-01,0.05,1,0,Medium
4711070,renting space in woodside nyc,24347671,ioanna,queens,sunnyside,40.74607,-73.91415,shared room,105,1,19,2019-05-26,0.54,1,364,Medium
4713896,charming brownstone,10148113,caylah,brooklyn,bedford-stuyvesant,40.68927,-73.94767,private room,70,2,3,2015-02-04,0.05,1,0,Budget
4714600,"spacious bedroom,amazing location!",12098551,ashley,manhattan,kips bay,40.73937,-73.98187,private room,115,3,1,2015-01-02,0.02,2,0,Medium
4715740,1 br with steinway grand piano (30 day min),13976132,joseph,manhattan,harlem,40.79973,-73.95541,entire home/apt,120,3,133,2019-06-22,2.39,1,4,Medium
4716349,fully furnished private bedroom,21208237,sam,manhattan,east harlem,40.79311,-73.94587,private room,80,1,0,,0.0,1,0,Budget
4716613,private room w/ patio near l train!,2466294,ian,brooklyn,bushwick,40.70131,-73.91745,private room,90,2,8,2018-05-21,0.16,2,363,Budget
4717237,spacious apt in bushwick!,2358032,vanessa,brooklyn,bushwick,40.70027,-73.9231,entire home/apt,70,4,8,2017-09-17,0.33,1,0,Budget
4717267,large queen room for the holidays,24370211,yety,brooklyn,williamsburg,40.71138,-73.95385,private room,52,6,1,2016-01-11,0.02,2,0,Budget
4717296,"luxury astoria 1bd apt, 20min from manhattan",24009463,vadim,queens,long island city,40.76586,-73.93342,entire home/apt,150,3,63,2019-06-20,1.34,2,187,Medium
4717440,"bright, art-filled elevator apt, les/chinatown",3237577,eddie,manhattan,chinatown,40.71585,-73.98982,entire home/apt,170,3,94,2019-06-23,1.71,1,7,Medium
4718031,cool artist apartment in williamsburg/bushwick,9633085,henrique,brooklyn,williamsburg,40.70659,-73.94049,entire home/apt,132,4,7,2018-08-20,0.16,1,0,Medium
4718314,cozy apartment in brooklyn,24374791,emelie,brooklyn,bedford-stuyvesant,40.67893,-73.95236,entire home/apt,90,4,12,2016-04-14,0.22,2,0,Budget
4718809,private retreat on central park,8778846,max,manhattan,east harlem,40.79315,-73.94787,entire home/apt,249,1,67,2016-09-23,1.25,1,0,Medium
4719825,ideal one bedroom on uws,24381419,adam,manhattan,upper west side,40.79973,-73.9711,entire home/apt,160,2,6,2015-08-09,0.11,1,0,Medium
4720086,harlem brownstone - it's historic!,24382598,leesa,manhattan,harlem,40.81455,-73.94471,entire home/apt,125,1,142,2019-07-01,2.55,1,266,Medium
4720142,"fresh, quite and poppin.",21466735,stephen,brooklyn,carroll gardens,40.68234,-73.9932,private room,65,1,0,,0.0,1,0,Budget
4720326,gramercy/kips bay 1br- the best!,5279180,jane,manhattan,kips bay,40.73951,-73.9827,entire home/apt,170,3,0,,0.0,1,0,Medium
4720558,room in a 4 bedroom apt. in harlem,14140782,adam,manhattan,harlem,40.81535,-73.95322,private room,80,1,0,,0.0,1,0,Budget
4720783,cosy bedroom in brooklyn duplex,9288052,lauren,brooklyn,clinton hill,40.68563,-73.95956,private room,50,2,15,2018-09-09,0.29,2,0,Budget
4720789,"spacious, sun filled village haven",855266,jennifer,manhattan,west village,40.73767,-74.0065,entire home/apt,250,5,1,2017-10-17,0.05,1,0,Luxury
4721007,cozy bedroom in brooklyn,6720617,nadine,brooklyn,crown heights,40.67116,-73.93582,private room,40,1,1,2015-01-06,0.02,1,0,Budget
4724857,bed-stuy brownstone,12729740,petey,brooklyn,bedford-stuyvesant,40.68467,-73.92863,private room,75,1,0,,0.0,1,0,Budget
4724943,charming 1bd across from park,24403405,naomi,brooklyn,crown heights,40.67163,-73.94265,entire home/apt,82,1,1,2015-01-01,0.02,1,0,Budget
4725852,cozy home in south williamsburg,405090,sacha,brooklyn,williamsburg,40.7119,-73.96377,entire home/apt,100,7,6,2019-01-09,0.15,1,0,Medium
4726749,harlem,11686822,douglas,manhattan,harlem,40.81169,-73.94301,private room,75,1,0,,0.0,1,0,Budget
4727369,sunny and spacious private room,24413323,yana,brooklyn,williamsburg,40.70828,-73.95481,private room,65,1,13,2017-11-22,0.24,1,128,Budget
4727731,prime williamsburg loft oasis with garden!,18746337,adam,brooklyn,williamsburg,40.71064,-73.96335,entire home/apt,250,2,5,2019-06-27,5.0,1,204,Luxury
4727889,beautiful light filled apartment in new york city!,10679309,kirac,manhattan,midtown,40.74578,-73.98076,entire home/apt,130,1,3,2019-04-07,0.08,2,0,Medium
4727912,"cosy 2 bed, gramercy, nyc apartment",24415699,charlie,manhattan,civic center,40.71395,-74.00545,entire home/apt,199,6,0,,0.0,1,0,Medium
4728136,private 2-room space (ba and kitchen shared),12261576,bohdana,brooklyn,sunset park,40.65014,-74.00615,private room,37,3,10,2019-04-22,0.2,1,6,Budget
4729374,sunny private bedroom in bushwick,799566,sarah,brooklyn,bushwick,40.69702,-73.93365,private room,80,2,0,,0.0,1,0,Budget
4730371,hipster-chic bushwick apartment,6898927,sarah,brooklyn,bushwick,40.69738,-73.91162,private room,33,2,9,2019-01-01,0.19,1,0,Budget
4730857,west village gorgeous chic 1br apt,24429897,roger,manhattan,west village,40.73552,-74.00521,entire home/apt,299,5,0,,0.0,1,0,Luxury
4733949,beautiful brooklyn apartment share (purple room),706623,emilia,brooklyn,bushwick,40.69439,-73.9068,private room,69,4,5,2016-02-10,0.09,4,98,Budget
4734170,modern 1 bd near prospect park,17893360,charles,brooklyn,crown heights,40.67238,-73.95768,entire home/apt,109,1,18,2017-04-14,0.38,1,0,Medium
4734709,bright & quiet 2 bedroom brownstone,6274029,belle,brooklyn,prospect heights,40.67895,-73.97233,entire home/apt,200,4,5,2016-12-31,0.1,1,21,Medium
4735505,greenwich village w private garden,3570170,john,manhattan,greenwich village,40.72874,-74.00088,private room,95,2,4,2017-06-02,0.08,1,0,Budget
4737392,"luxurious bed in a clean, cozy home",24418383,christopher,queens,astoria,40.75916,-73.91427,private room,60,1,72,2018-10-16,1.3,1,364,Budget
4737830,great room in the best place,24459029,nima,brooklyn,crown heights,40.67083,-73.94944,private room,44,1,3,2015-07-15,0.05,1,0,Budget
4738250,room in prime williamsburg,24461143,jisoo,brooklyn,williamsburg,40.71754,-73.96228,private room,77,1,0,,0.0,1,0,Budget
4738406,holiday sublet! 20 min to midtown,24462091,jasmin,manhattan,washington heights,40.84749,-73.9391,private room,40,6,0,,0.0,1,0,Budget
